Epoch,Train_Loss,Train_IoU_per_Class,Train_Mean_IoU,Train_F1_per_Class,Train_Mean_F1,Val_Loss,Val_IoU_per_Class,Val_Mean_IoU,Val_F1_per_Class,Val_Mean_F1
11,0.4732206223739518,[0.49288079 0.91675066 0.67011869 0.51506576 0.50530083 0.7098125 ],0.6349882043604911,[0.65676468 0.95627482 0.79656344 0.67208114 0.6484545  0.82699078],0.7595215617955007,0.5330761694594434,[0.43574451 0.87535126 0.58833043 0.49687355 0.42615383 0.71391023],0.5893939693433871,[0.60100254 0.93112371 0.71746357 0.64450764 0.54755284 0.8292596 ],0.7118183139695279
12,0.441142689022753,[0.51985371 0.92279344 0.69436381 0.53457956 0.52864574 0.73592475],0.6560268343149981,[0.68099557 0.95955027 0.81452823 0.68746714 0.66782064 0.84504869],0.7759017581328531,0.5406266521466406,[0.48388487 0.88307335 0.59178071 0.4860304  0.36326961 0.6632092 ],0.5785413572453412,[0.64654852 0.93594628 0.71474222 0.6356375  0.47327941 0.78784991],0.6990006383275613
13,0.4490887274344762,[0.50971838 0.91624189 0.69584504 0.53475264 0.54698203 0.72369526],0.6545392075714506,[0.67223902 0.95598117 0.81585257 0.68976027 0.69070346 0.83624685],0.7767972221345079,0.5245829499081561,[0.47339195 0.90193159 0.56107696 0.50691967 0.43320295 0.71646819],0.5988318866053433,[0.6355155  0.94664333 0.69372185 0.65675862 0.5656026  0.83027333],0.7214192066570385
14,0.4239358143122108,[0.52848272 0.92962326 0.70102239 0.54004999 0.56808125 0.74426352],0.6685871898001174,[0.68821852 0.96330238 0.81974887 0.69015035 0.70790269 0.85084841],0.7866952023066488,0.5829449586178127,[0.45190187 0.88808911 0.55506295 0.48948013 0.24908124 0.68189638],0.552585278155707,[0.61459985 0.93891577 0.68654337 0.64102037 0.35910156 0.80373898],0.6739866486423763
15,0.4221552574524173,[0.53158432 0.92953671 0.70975007 0.54682212 0.55250951 0.73618609],0.6677314704169094,[0.69100333 0.96326298 0.82566033 0.69851396 0.69507733 0.84482258],0.7863900849342714,0.5533038573829752,[0.44511431 0.90021899 0.52417884 0.48739448 0.38302872 0.70321152],0.5738578094026531,[0.60469634 0.94559727 0.65546975 0.63721846 0.50637413 0.81828636],0.6946070507830499
16,0.40793677391829314,[0.54354367 0.93248471 0.70696137 0.56046317 0.57140044 0.75895398],0.6789678883520357,[0.70084448 0.96489348 0.82267306 0.7107929  0.71111112 0.86071709],0.7951720217587771,0.654918516937055,[0.45106491 0.88523158 0.57520805 0.25467609 0.31571618 0.68877137],0.528444694714588,[0.61502125 0.93750426 0.71297901 0.38262506 0.41846746 0.80827284],0.645811646960251
17,0.4137488694654571,[0.53088077 0.92578812 0.70432215 0.54063591 0.57976985 0.76344879],0.6741409324753431,[0.68968177 0.96111948 0.82058138 0.69333305 0.71889174 0.86324282],0.791141706806274,0.5704076925390645,[0.46957109 0.87344152 0.52066053 0.47954385 0.3842465  0.67739297],0.5674760777895388,[0.63301677 0.93078053 0.65582046 0.62959215 0.50349326 0.80132817],0.6923385582406792
18,0.39357052384703245,[0.54634078 0.93224224 0.73413794 0.57395568 0.5421133  0.76503009],0.6823033369893644,[0.70334588 0.96477613 0.84400083 0.72334589 0.68231454 0.86461399],0.7970662091019345,0.5261159476480985,[0.48724524 0.88316759 0.59540487 0.50077145 0.44749421 0.70483503],0.6031530651084164,[0.64756401 0.93601379 0.72359971 0.64560694 0.58579643 0.82239113],0.7268286675149412
19,0.3799274864572066,[0.56018633 0.93847548 0.73743507 0.57303719 0.58073425 0.77015932],0.6933379407446073,[0.71513316 0.96812445 0.84525913 0.72012435 0.71839962 0.86837193],0.8059021071875813,0.5749959561385607,[0.45740286 0.88975469 0.57465439 0.45571422 0.46706352 0.67244442],0.5861723515237763,[0.62014166 0.93972907 0.71208365 0.59818159 0.58348376 0.79754005],0.7085266293500337
20,0.3796906271190555,[0.56200397 0.93228864 0.73670717 0.58231203 0.59653159 0.77911358],0.6981594962654292,[0.71707325 0.96471669 0.84534008 0.72846756 0.73229369 0.87443425],0.8103875869218213,0.5931880364292547,[0.41999739 0.8973047  0.55191015 0.45052592 0.48696111 0.7100196 ],0.586119811903285,[0.58478845 0.94451046 0.69068789 0.60404241 0.62227391 0.8260967 ],0.7120666361389388
21,0.37442059387211446,[0.56582374 0.93285292 0.74065026 0.59271219 0.59802568 0.7823329 ],0.7020662822243241,[0.71979649 0.965018   0.84715519 0.73827366 0.73497957 0.87628546],0.8135847272696318,0.5817168558898725,[0.46878509 0.90456003 0.47477966 0.51587851 0.45227919 0.69169609],0.5846630945273782,[0.63166698 0.94782266 0.60731483 0.66382069 0.58308424 0.81296338],0.7077787962002172
22,0.36540701654222274,[0.57570563 0.94191328 0.74476147 0.59316336 0.5838947  0.77477339],0.7023686375009057,[0.72817376 0.96992983 0.84953012 0.73920684 0.72099716 0.87127027],0.8131846634119196,0.542333301744963,[0.46729639 0.89416822 0.5981835  0.49587559 0.43816693 0.72288839],0.6027631731948961,[0.6283767  0.94256977 0.72562744 0.64732126 0.57787791 0.83450789],0.7260468284877245
23,0.34073531738034,[0.59839217 0.9448898  0.75800311 0.62326883 0.6236021  0.79315014],0.7235510247819884,[0.74624308 0.97152575 0.85983034 0.76318814 0.74859339 0.88320947],0.8287650299931152,0.588066249301559,[0.49788569 0.90198074 0.60133517 0.39120518 0.27812159 0.70688838],0.5629027911035288,[0.65916165 0.94620283 0.73264054 0.53746341 0.37803995 0.82257217],0.6793467591749249
24,0.3508525608038461,[0.58525819 0.9441278  0.74677412 0.60336425 0.61255342 0.79011435],0.7136986870491118,[0.73569366 0.97113434 0.85240265 0.74600929 0.74189626 0.88138058],0.8214194643552656,0.5656334812703886,[0.49412277 0.87260782 0.55762625 0.51037545 0.44940657 0.71007458],0.5990355720972284,[0.65355692 0.9304066  0.68343781 0.65890207 0.57815559 0.82416468],0.721437276765835
25,0.3411241006796007,[0.59321001 0.94787826 0.75953046 0.60946176 0.60718291 0.79765258],0.7191526626616165,[0.74196035 0.97313782 0.86102572 0.75211796 0.73906058 0.88623877],0.8255902011591343,0.6558787383531269,[0.45297448 0.88004589 0.54853871 0.45965892 0.24688395 0.70394921],0.5486751927038361,[0.61623908 0.93404978 0.6731592  0.6082943  0.35399949 0.82123338],0.6678292039667436
26,0.326056111741949,[0.60838182 0.94955555 0.76164229 0.62741726 0.63933132 0.80644849],0.7321294548886793,[0.75426065 0.9740173  0.86162045 0.76594583 0.76858053 0.89193652],0.8360602139138882,0.6258328690340644,[0.47937783 0.91773596 0.51442946 0.49376567 0.51828963 0.59488769],0.5864143730753935,[0.64126797 0.95555828 0.64926522 0.63888442 0.64861246 0.73504476],0.7114388511205713
27,0.32371278452100577,[0.61074064 0.94827715 0.76664433 0.63130838 0.63768914 0.80548545],0.7333575170717123,[0.75565725 0.97335068 0.86598138 0.76752961 0.76938367 0.89069812],0.8371001193644826,0.5134154632687569,[0.49675063 0.91326776 0.58748677 0.50376971 0.4815932  0.72577466],0.6181071220995172,[0.65643238 0.95342735 0.71475236 0.65363418 0.61431791 0.8375261 ],0.7383483794860933
28,0.3236028560333782,[0.60961681 0.94327118 0.76761561 0.63174517 0.63749405 0.80848206],0.7330374805095755,[0.75526912 0.97057747 0.86641317 0.76900724 0.76767183 0.89292498],0.8369773033500453,0.5732357360814747,[0.48644213 0.91482786 0.52352923 0.51779149 0.5071205  0.71174578],0.6102428305036339,[0.64849582 0.95421563 0.65242236 0.6651242  0.63344554 0.82737229],0.7301793074839864
29,0.33260961566810254,[0.60265918 0.94439167 0.75798143 0.61530574 0.61882111 0.80696442],0.7243539251985004,[0.74965059 0.9712827  0.85959347 0.75520389 0.75228236 0.89188111],0.8299823530064322,0.5031384715908452,[0.50914393 0.91762737 0.60688738 0.5135436  0.50976749 0.7152659 ],0.6287059454296372,[0.66797079 0.95562066 0.73251687 0.66046713 0.64309166 0.82718643],0.7478089255950692
30,0.31316571392946774,[0.62087123 0.95386231 0.7754524  0.63746401 0.65775647 0.80758453],0.7421651589281765,[0.76438007 0.97629811 0.87019937 0.77340279 0.77712089 0.89238807],0.8422982162669485,0.5932294757742631,[0.48932928 0.91137802 0.60089279 0.43919056 0.53401863 0.68057255],0.6092303058524665,[0.64972768 0.95209587 0.73207187 0.5805891  0.66766392 0.80566976],0.7313030320954951
