Epoch,Train_Loss,Train_IoU_per_Class,Train_Mean_IoU,Train_F1_per_Class,Train_Mean_F1,Val_Loss,Val_IoU_per_Class,Val_Mean_IoU,Val_F1_per_Class,Val_Mean_F1
17,0.21902343601762475,[0.69274427 0.97592225 0.84200047 0.6709855  0.71676498 0.8726485 ],0.7951776625515966,[0.81466117 0.9877411  0.91289032 0.79771644 0.81918183 0.92983091],0.8770036268414874,0.2625213379877201,[0.68222631 0.97494783 0.80750227 0.63616506 0.69000759 0.83595026],0.7711332203336129,[0.80287018 0.98713835 0.885457   0.7653523  0.78011938 0.90089624],0.8536389073810273
18,0.2182504233553425,[0.69185931 0.97519484 0.83833132 0.67535822 0.72989106 0.87916464],0.7982998971879739,[0.8143925  0.98736733 0.90944599 0.8017571  0.83113111 0.93440619],0.8797500369288188,0.2501004793397758,[0.67743163 0.97151466 0.79612431 0.65716487 0.68561298 0.85783137],0.7742799691015693,[0.79912579 0.98532898 0.87783285 0.78426615 0.77751836 0.91680222],0.8568123919464162
19,0.20259297583494093,[0.70601093 0.97807671 0.85541738 0.68788723 0.75064916 0.8844182 ],0.8104099350058155,[0.82478206 0.98888019 0.92082142 0.81111718 0.84790381 0.93710337],0.888434673717963,0.2803309986340827,[0.66818952 0.97034092 0.80022509 0.59721374 0.68984637 0.80232336],0.7546898340722006,[0.79213001 0.9847028  0.88170494 0.73571977 0.77904517 0.87954792],0.8421417684125566
20,0.19635858885073043,[0.71144481 0.9793545  0.85608853 0.69018536 0.75695615 0.88911327],0.8138571036253851,[0.82821399 0.98953892 0.92042638 0.81227711 0.85331447 0.94016891],0.8906566295087401,0.3097287010455477,[0.64897143 0.97176832 0.77693784 0.54843536 0.64691736 0.80418926],0.7328699269156385,[0.77861383 0.98549312 0.86406322 0.69261621 0.75086252 0.87936932],0.8251697043517092
21,0.19607241214676338,[0.71529763 0.97824352 0.86415166 0.69368064 0.75342794 0.88719144],0.8153321379190915,[0.83104804 0.98896542 0.92629658 0.81516991 0.85037264 0.93898213],0.8918057859218095,0.2814263162081656,[0.67079891 0.96899795 0.79443798 0.60836362 0.69039896 0.82287798],0.7593125681033479,[0.79388486 0.98397033 0.87517261 0.74327047 0.77914831 0.89237106],0.8446362741794302
22,0.2015272137987149,[0.70978549 0.9780716  0.85634141 0.68562728 0.76017274 0.88575289],0.8126252338661132,[0.82724596 0.9888691  0.92033779 0.8093632  0.85671864 0.93803489],0.8900949298303366,0.27279168437572493,[0.6882144  0.9714728  0.79734575 0.63443468 0.65459243 0.83604124],0.7636835516879227,[0.80622141 0.98529541 0.87710879 0.76501428 0.74908938 0.90206713],0.8474660648414326
23,0.17421690384288888,[0.74003262 0.98141103 0.87749127 0.71477535 0.76830931 0.90086707],0.8304811068346877,[0.84850177 0.99059673 0.9339672  0.83020531 0.86028963 0.94699552],0.9017593625094338,0.25150169648122095,[0.70387096 0.97597476 0.82183488 0.64579975 0.7055107  0.85166303],0.7841090132087803,[0.81731433 0.98766602 0.89481763 0.77102877 0.78944149 0.91170181],0.8619950083558132
24,0.17131599387178173,[0.74575036 0.97967659 0.8802277  0.72213467 0.77929017 0.90556583],0.8354408880494116,[0.85205506 0.98969335 0.93551367 0.8353085  0.87015157 0.94987578],0.9054329868615705,0.35134249288534775,[0.6613536  0.97213433 0.76752184 0.53151154 0.66679729 0.76249471],0.7269688830845921,[0.78671099 0.98565632 0.85761478 0.67357543 0.76361891 0.85038109],0.8195929203749351
25,0.17588461751674678,[0.74449966 0.98108636 0.8751433  0.71848152 0.77704933 0.89883006],0.8325150387283027,[0.85123463 0.99042575 0.93208238 0.83228988 0.86586676 0.94591338],0.902968797920417,0.27760656280578044,[0.6828936  0.97212085 0.81994319 0.61162091 0.6706509  0.83835704],0.7659310809722405,[0.80154808 0.98561974 0.89430702 0.74206245 0.76026843 0.90216   ],0.8476609518899975
26,0.1505538857989497,[0.77246235 0.98447133 0.89163636 0.74076413 0.79668848 0.91265964],0.8497803826449495,[0.87012953 0.99216308 0.94215816 0.84890576 0.8816431  0.95382988],0.9148049185221846,0.24089068957213042,[0.7099759  0.97822162 0.83167303 0.65182798 0.69252802 0.86383492],0.788010246778393,[0.82278305 0.98884673 0.90106108 0.77779149 0.77837742 0.91974967],0.864768239158849
27,0.14709054722220866,[0.77839738 0.98492104 0.89746114 0.74215342 0.80210437 0.91573726],0.853462434591508,[0.87358115 0.99239092 0.94550326 0.84959394 0.8838912  0.95563533],0.916765965190736,0.25556488291940826,[0.70747724 0.97703323 0.82764295 0.66551063 0.71627856 0.85479938],0.7914569965982136,[0.82036364 0.98823559 0.89934055 0.78897101 0.79939635 0.91358498],0.8683153530357828
28,0.14170382394419087,[0.78642965 0.98576963 0.89782013 0.75702143 0.80726125 0.91362383],0.8579876537422662,[0.87913335 0.9928255  0.94578334 0.85948101 0.88761458 0.95437821],0.9198693312559422,0.283510815433186,[0.70162541 0.9759762  0.82442721 0.64425759 0.71785927 0.83040529],0.7824251606581273,[0.81549124 0.98768872 0.89750641 0.77096696 0.80215213 0.89677054],0.8617626667013706
29,0.13492166727491015,[0.79482482 0.98600641 0.89732341 0.76587602 0.81579875 0.91904388],0.8631455498340325,[0.8845165  0.99294487 0.94524637 0.86568171 0.8946507  0.9574932 ],0.9234222240617008,0.2870816373522731,[0.71025152 0.97725368 0.83099522 0.61475903 0.73298497 0.85057775],0.7861370275208753,[0.82197446 0.98832278 0.90171425 0.74050333 0.81481698 0.91105969],0.8630652479064799
30,0.1552533136753293,[0.77232338 0.98025042 0.88644806 0.75111153 0.7895183  0.91442053],0.8490120358946553,[0.86979586 0.98997402 0.93901102 0.85537426 0.87464058 0.95482242],0.9139363598038174,0.2855287763843502,[0.66892189 0.96813117 0.79988478 0.61590496 0.68074926 0.82206015],0.7592753667698201,[0.79222431 0.98352483 0.87693371 0.74874822 0.77359196 0.89338495],0.8447346619863495
