Epoch,Train_Loss,Train_IoU_per_Class,Train_Mean_IoU,Train_F1_per_Class,Train_Mean_F1,Val_Loss,Val_IoU_per_Class,Val_Mean_IoU,Val_F1_per_Class,Val_Mean_F1
21,0.16649732840332118,[0.75365879 0.98022026 0.87999333 0.731645   0.78558758 0.90011661],0.8385369291617758,[0.85732772 0.9899815  0.93533859 0.84243594 0.8712247  0.94665533],0.9071606299335951,0.2398063644118931,[0.69143549 0.96970364 0.81269647 0.62440838 0.70773915 0.86256818],0.778091885185472,[0.80968462 0.98430306 0.88548075 0.75322993 0.80377636 0.92181191],0.8597144400475969
22,0.16597267632167062,[0.75751702 0.98074534 0.87864419 0.72852072 0.78113344 0.90053127],0.8378486619141956,[0.85976085 0.99025384 0.93357188 0.83972118 0.86766063 0.94665026],0.9062697730139019,0.2857681565742562,[0.68212894 0.96651276 0.80562973 0.56917762 0.67787995 0.81113946],0.7520780782327776,[0.80056242 0.9825762  0.88038983 0.70674017 0.77739997 0.88613663],0.8389675359777061
23,0.15289558874225462,[0.77477138 0.98178334 0.89033021 0.74625877 0.79540475 0.90646111],0.8491682610615636,[0.87152808 0.99078893 0.94124911 0.85186759 0.87750258 0.9501753 ],0.9138519300704265,0.30285587469520775,[0.67215934 0.96207708 0.80097725 0.62767273 0.67841701 0.81396043],0.7592106404768891,[0.79456248 0.98019532 0.87691375 0.75588503 0.7824824  0.88956479],0.8466006275894883
24,0.14150593587040128,[0.78700498 0.98328806 0.89547386 0.75976131 0.8037359  0.91591012],0.8575290390103855,[0.87947871 0.99155732 0.9442537  0.86152684 0.8842709  0.95568772],0.9194625319380846,0.25589985011712363,[0.70740142 0.96699229 0.83470249 0.65211268 0.69582949 0.85966803],0.786117734878486,[0.82085119 0.98290566 0.90013929 0.77630979 0.79312107 0.91904292],0.8653949866552754
25,0.13862722225535612,[0.79045195 0.98224415 0.89866485 0.7667864  0.82560863 0.91560102],0.8632261665513763,[0.88169587 0.99100916 0.94483184 0.86635185 0.90140902 0.95542552],0.9234538767244908,0.24144178858377796,[0.70470014 0.96979936 0.82453472 0.64785643 0.70120536 0.85468817],0.783797365391699,[0.81915916 0.98433284 0.89312548 0.77426926 0.79954143 0.9159505 ],0.8643964445983299
26,0.14617091485045172,[0.78194913 0.97883861 0.89024089 0.76867283 0.79528999 0.91421431],0.8548676257154771,[0.87612798 0.98925497 0.94118435 0.86758754 0.87932659 0.95334183],0.917803877037325,0.42549857346044073,[0.58934871 0.95378109 0.67678519 0.53857428 0.4720176  0.71830501],0.6581353143353582,[0.73123639 0.97576728 0.7869247  0.67843757 0.57857378 0.81912765],0.7616778957716005
27,0.1424733659059003,[0.78785507 0.98170258 0.89256087 0.76462793 0.7904661  0.91505228],0.8553774707922429,[0.8800351  0.99073682 0.94171455 0.86477913 0.87515448 0.95517187],0.917931991141467,0.2446672002636436,[0.70398135 0.97145341 0.8235801  0.67318718 0.60381939 0.86865004],0.7741119119980944,[0.81819029 0.98527675 0.89186468 0.79299706 0.71618581 0.92559301],0.8550179331385698
28,0.12126946217053897,[0.81483838 0.98520793 0.90950955 0.78519272 0.81876186 0.92748253],0.8734988279447152,[0.89705688 0.99253915 0.95225299 0.8778367  0.89593759 0.96210629],0.9296215995662398,0.2133585273463657,[0.72819207 0.97725177 0.8482081  0.68138262 0.74235216 0.88556614],0.810492143670439,[0.83566821 0.98833776 0.9088076  0.79869372 0.82936213 0.93608563],0.8828258417132827
29,0.10785640926136598,[0.83328193 0.98711818 0.91845095 0.80432015 0.84926554 0.93293309],0.8875616393435054,[0.90840969 0.99351129 0.95729424 0.89037844 0.91628675 0.96508618],0.9384944305081904,0.2414322392070207,[0.70902296 0.97600609 0.83919205 0.67486601 0.73795656 0.86237938],0.7999038441868157,[0.82144429 0.98766406 0.90227775 0.79214885 0.82731162 0.92107873],0.8753208832726432
30,0.1041627289824091,[0.84053974 0.9874328  0.9196811  0.81102372 0.83978102 0.93401532],0.8887456168432708,[0.91287223 0.99367113 0.95793468 0.8945315  0.90833428 0.96564242],0.9388310379828467,0.23281141195068325,[0.72276571 0.9768839  0.85131241 0.69537628 0.73674284 0.88447104],0.8112586975313615,[0.8310839  0.98812112 0.91056124 0.81018244 0.82435011 0.93543776],0.8832894282028584
